 0.000	35.903	42.953	22.561	 7.810	20.396	34.059	 5.000	22.361	22.000	
35.903	 0.000	10.770	42.379	41.110	41.773	22.204	40.792	23.431	37.696	
42.953	10.770	 0.000	44.181	46.840	51.662	18.788	47.539	33.838	39.205	
22.561	42.379	44.181	 0.000	17.029	42.953	27.295	22.000	40.608	 5.000	
 7.810	41.110	46.840	17.029	 0.000	26.926	35.000	 5.099	30.017	18.028	
20.396	41.773	51.662	42.953	26.926	 0.000	49.396	21.932	18.868	42.190	
34.059	22.204	18.788	27.295	35.000	49.396	 0.000	37.483	36.056	22.361	
 5.000	40.792	47.539	22.000	 5.099	21.932	37.483	 0.000	26.926	22.561	
22.361	23.431	33.838	40.608	30.017	18.868	36.056	26.926	 0.000	37.736	
22.000	37.696	39.205	 5.000	18.028	42.190	22.361	22.561	37.736	 0.000	
