5000: 		0.0107027 0.0108625 0.0106412 0.0106369 0.0106586 
10000: 		0.0423625 0.0422346 0.0422576 0.0425176 0.0423256 
15000: 		0.0937406 0.0938768 0.0939376 0.0938797 0.0938524 
20000: 		0.167597 0.168068 0.167779 0.167805 0.167752 
25000: 		0.260047 0.259813 0.260426 0.259367 0.260089 
30000: 		0.374095 0.373145 0.374235 0.374101 0.373589 
35000: 		0.510518 0.510555 0.511486 0.509778 0.51026 
40000: 		0.666546 0.666842 0.667114 0.666546 0.66651 
45000: 		0.885422 0.859308 0.859506 0.859366 0.859611 
50000: 		1.05967 1.07086 1.04137 1.04145 1.04175 
55000: 		1.25877 1.30449 1.28022 1.27983 1.27977 
60000: 		1.53158 1.50075 1.50152 1.50103 1.55327 
65000: 		1.7878 1.7557 1.75589 1.75621 1.75709 
70000: 		2.09763 2.07121 2.07141 2.07139 2.07156 
75000: 		2.37678 2.37682 2.37747 2.37674 2.37724 
80000: 		2.70346 2.68869 2.66033 2.73001 2.70373 
85000: 		3.05443 3.05521 3.05626 3.05405 3.05487 
90000: 		3.42652 3.42845 3.42766 3.4245 3.42651 
95000: 		3.814 3.81363 3.81452 3.81416 3.81422 
100000: 		4.22988 4.22867 4.22762 4.22822 4.23116 
105000: 		4.65547 4.65273 4.65224 4.65399 4.6567 
110000: 		5.11032 5.0569 5.13488 5.05697 5.13369 
115000: 		5.52819 5.49762 5.61493 5.58921 5.58668 
120000: 		6.01998 5.99226 5.99205 5.9928 5.99283 
125000: 		6.50374 6.50482 6.50321 6.50407 6.50593 
