50000: 		0.00299099 0.00294157 0.00295681 0.0029459 0.00295787 
100000: 		0.00613412 0.00612987 0.00617677 0.00615931 0.006123 
150000: 		0.00948174 0.00947986 0.00946916 0.00946427 0.00948355 
200000: 		0.0129139 0.0129329 0.0129459 0.0126871 0.0144475 
250000: 		0.0203282 0.0203053 0.0203169 0.0203081 0.0203176 
300000: 		0.0251599 0.0251633 0.0251722 0.0251639 0.025176 
350000: 		0.0290833 0.0290815 0.0290719 0.0290711 0.0290676 
400000: 		0.0340989 0.0340911 0.0340873 0.0340939 0.0341388 
450000: 		0.038473 0.0384858 0.0384864 0.0384764 0.0384863 
500000: 		0.0433326 0.0421695 0.0421755 0.0421637 0.0324858 
550000: 		0.0363987 0.0362535 0.0364023 0.0365666 0.0366633 
600000: 		0.0404701 0.0405122 0.0407774 0.0406698 0.0406959 
650000: 		0.0442743 0.0442587 0.0443624 0.044135 0.0441842 
700000: 		0.0482792 0.0481563 0.0478505 0.0477357 0.0479208 
750000: 		0.0507216 0.0508095 0.0507023 0.0508017 0.0506746 
800000: 		0.0556065 0.0557697 0.0555427 0.0556303 0.0555342 
850000: 		0.0588847 0.0598194 0.0597809 0.0597276 0.0596144 
900000: 		0.0618563 0.0619059 0.0618473 0.0619104 0.0620413 
950000: 		0.0664239 0.0662912 0.0664395 0.0665134 0.0651544 
1000000: 		0.0675161 0.0674779 0.0673665 0.0673884 0.0673104 
1050000: 		0.0744625 0.0745318 0.0745983 0.0744815 0.0744425 
1100000: 		0.0766323 0.0775882 0.0776952 0.077724 0.0815191 
1150000: 		0.0899621 0.0827862 0.0826581 0.0825573 0.0820619 
1200000: 		0.0841367 0.0840706 0.0839319 0.0838886 0.0839254 
1250000: 		0.0879056 0.0878962 0.0938098 0.0883303 0.0884917 
