50000: 		0.000657404 0.000660574 0.000651325 0.000666404 0.000655404 
100000: 		0.00148366 0.00143431 0.00143435 0.00142935 0.0014956 
150000: 		0.00248876 0.00245245 0.002467 0.00247034 0.00247149 
200000: 		0.00317548 0.00319872 0.0032266 0.00317135 0.0032124 
250000: 		0.00437635 0.00433053 0.00435312 0.00435859 0.00439452 
300000: 		0.00530041 0.00532465 0.00532011 0.00537472 0.00532129 
350000: 		0.00620911 0.0061853 0.00612574 0.00614674 0.00621018 
400000: 		0.00698522 0.00695844 0.00697268 0.00696012 0.00698956 
450000: 		0.00879642 0.00861131 0.00865257 0.00861043 0.00864023 
500000: 		0.00949647 0.00949974 0.00954999 0.00953247 0.0095355 
550000: 		0.0107621 0.0107557 0.0106854 0.0107277 0.0107568 
600000: 		0.0117124 0.0116643 0.0117111 0.0117069 0.013454 
650000: 		0.0125947 0.0125214 0.0125764 0.0125925 0.0125488 
700000: 		0.013526 0.0135299 0.0134575 0.0251437 0.025003 
750000: 		0.0267022 0.0268366 0.026813 0.0264281 0.0142845 
800000: 		0.0151444 0.0152675 0.0152528 0.0152859 0.0152975 
850000: 		0.0178623 0.0178198 0.0178606 0.0178301 0.0179536 
900000: 		0.0190898 0.018882 0.0189701 0.0190926 0.0188822 
950000: 		0.0200088 0.0198591 0.0200595 0.019978 0.0198925 
1000000: 		0.0209905 0.0209505 0.0209764 0.0208862 0.0208338 
1050000: 		0.0219849 0.0219953 0.0220879 0.0220636 0.0221365 
1100000: 		0.0232602 0.0424104 0.0303675 0.0237751 0.0239634 
1150000: 		0.0248259 0.0249246 0.0248948 0.0246963 0.0246228 
1200000: 		0.0255378 0.0254848 0.0435476 0.0325425 0.0257622 
1250000: 		0.0265041 0.0264613 0.0264467 0.0262706 0.0263256 
