5000: 		0.00361364 0.00409745 0.00362 0.00358302 0.00363221 
10000: 		0.0143568 0.0145162 0.0182812 0.0138101 0.0139014 
15000: 		0.0328428 0.0326184 0.032889 0.0336844 0.0308171 
20000: 		0.0576211 0.0594942 0.0621524 0.0631525 0.0559521 
25000: 		0.0842608 0.0884132 0.093228 0.0864443 0.0915855 
30000: 		0.12301 0.122627 0.127446 0.129634 0.126151 
35000: 		0.167646 0.172136 0.16923 0.163931 0.171217 
40000: 		0.225066 0.221815 0.229926 0.226421 0.216388 
45000: 		0.276744 0.275652 0.275146 0.272277 0.270314 
50000: 		0.363492 0.344244 0.344785 0.339665 0.341447 
55000: 		0.414448 0.422514 0.426534 0.413602 0.41029 
60000: 		0.512214 0.523862 0.522722 0.522851 0.484316 
65000: 		0.571628 0.566321 0.572484 0.566466 0.568656 
70000: 		0.659804 0.667271 0.696651 0.661799 0.67214 
75000: 		0.771201 0.766746 0.776082 0.770377 0.780005 
80000: 		0.858734 0.856312 0.87212 0.868602 0.859434 
85000: 		1.01168 1.00133 0.980837 0.995552 0.989056 
90000: 		1.10867 1.11097 1.10658 1.09941 1.10385 
95000: 		1.22136 1.22666 1.21797 1.20288 1.2023 
100000: 		1.34241 1.32694 1.35111 1.3503 1.35064 
105000: 		1.53295 1.48917 1.49236 1.49548 1.50764 
110000: 		1.65982 1.63194 1.63162 1.63062 1.65142 
115000: 		1.7964 1.78444 1.77733 1.75368 1.81502 
120000: 		1.93492 1.93416 1.95582 1.93024 1.9084 
125000: 		2.09174 2.07001 2.08415 2.09052 2.08553 
