5000: 		0.0114985 0.0114841 0.0114821 0.0114762 0.0114589 
10000: 		0.0457519 0.0456983 0.0456981 0.0456907 0.0469827 
15000: 		0.0705762 0.0705683 0.0705681 0.0705665 0.0705851 
20000: 		0.113087 0.09707 0.0978437 0.0979873 0.0981601 
25000: 		0.153703 0.15304 0.152409 0.15195 0.152345 
30000: 		0.219607 0.219614 0.219319 0.219113 0.219076 
35000: 		0.298353 0.298466 0.298649 0.298654 0.298428 
40000: 		0.390051 0.391518 0.389938 0.39034 0.390007 
45000: 		0.493847 0.49329 0.494215 0.493112 0.493249 
50000: 		0.60893 0.609542 0.610571 0.609436 0.609762 
55000: 		0.736871 0.738059 0.737124 0.737581 0.737222 
60000: 		0.882242 0.877963 0.878766 0.878477 0.877659 
65000: 		1.03017 1.07368 1.04761 1.04749 1.04789 
70000: 		1.21535 1.22208 1.19469 1.19608 1.19607 
75000: 		1.37178 1.37318 1.37247 1.37247 1.37338 
80000: 		1.61268 1.58781 1.58753 1.58761 1.58763 
85000: 		1.79305 1.79239 1.79053 1.76404 1.76322 
90000: 		2.03537 2.00971 2.0106 2.00981 2.01079 
95000: 		2.24158 2.2408 2.24163 2.24084 2.24081 
100000: 		2.48295 2.48248 2.4835 2.48356 2.48303 
105000: 		2.74134 2.73827 2.722 2.70053 2.69509 
110000: 		2.95749 3.03138 3.01713 3.01346 3.0087 
115000: 		3.2931 3.2869 3.28855 3.28901 3.28914 
120000: 		3.57919 3.58126 3.57814 3.57805 3.57799 
125000: 		3.88512 3.88593 3.88359 3.88246 3.8849 
