50000: 		0.00284192 0.00285944 0.00287564 0.00287777 0.0028655 
100000: 		0.00585338 0.00591054 0.0059078 0.00588688 0.0059066 
150000: 		0.00923122 0.00924988 0.00928654 0.00926177 0.00922662 
200000: 		0.0123897 0.0123772 0.0124668 0.012451 0.0124544 
250000: 		0.0159266 0.0158974 0.0158754 0.0158808 0.0159273 
300000: 		0.0192107 0.0191582 0.0192378 0.019201 0.0191735 
350000: 		0.022805 0.0228214 0.0227545 0.0227756 0.0228505 
400000: 		0.0259562 0.0258531 0.0259011 0.0259677 0.0258641 
450000: 		0.0291358 0.0291388 0.0290766 0.0290053 0.0289943 
500000: 		0.0333429 0.0332283 0.0333286 0.0331449 0.0333431 
550000: 		0.0362708 0.0361197 0.0524411 0.0370345 0.0370352 
600000: 		0.0415436 0.0417459 0.0416253 0.0412813 0.0412615 
650000: 		0.0438889 0.0437043 0.0437594 0.0434524 0.0433799 
700000: 		0.0481881 0.0480104 0.0480166 0.048007 0.0476063 
750000: 		0.0510078 0.0510802 0.0510944 0.0511325 0.0511077 
800000: 		0.0556916 0.0557161 0.0555802 0.055535 0.0558104 
850000: 		0.0587881 0.0586762 0.058625 0.0585452 0.0585244 
900000: 		0.0621678 0.0623793 0.0624949 0.0624044 0.0622761 
950000: 		0.0668066 0.0667416 0.0662586 0.0660906 0.0662688 
1000000: 		0.0695543 0.0699073 0.0695892 0.0697579 0.06957 
1050000: 		0.0742106 0.074139 0.0742733 0.0742341 0.0739964 
1100000: 		0.07971 0.0794542 0.0795214 0.0795527 0.0796365 
1150000: 		0.0828297 0.0827347 0.0826515 0.0827287 0.0820673 
1200000: 		0.0865516 0.0863853 0.085401 0.092517 0.0862431 
1250000: 		0.0904181 0.090094 0.089179 0.0892922 0.0889447 
