50000: 		0.00285493 0.00282759 0.00283039 0.00284624 0.00286223 
100000: 		0.00593861 0.00590123 0.00588812 0.00589115 0.00592236 
150000: 		0.00934519 0.00940545 0.00933422 0.00934735 0.00938598 
200000: 		0.0125812 0.0125877 0.0125443 0.0125483 0.0125518 
250000: 		0.0160859 0.0161511 0.0161453 0.0161388 0.0161631 
300000: 		0.01923 0.0191352 0.0192516 0.0191272 0.0396215 
350000: 		0.0413923 0.0233229 0.0232351 0.023194 0.023181 
400000: 		0.0273894 0.0272261 0.027407 0.0273926 0.0273823 
450000: 		0.0304202 0.0303229 0.030114 0.0300906 0.0302217 
500000: 		0.0331961 0.0332715 0.0331949 0.0333437 0.0332299 
550000: 		0.0372718 0.0373106 0.0372162 0.037199 0.0372307 
600000: 		0.0409525 0.0398361 0.0396435 0.0399353 0.0397637 
650000: 		0.0440376 0.0440548 0.0442202 0.0442469 0.0439642 
700000: 		0.0469688 0.0470868 0.0470211 0.0468292 0.0468488 
750000: 		0.0513444 0.0512485 0.0511416 0.0512888 0.051813 
800000: 		0.0547013 0.0549069 0.0548376 0.054766 0.0548601 
850000: 		0.0596926 0.0596163 0.0596832 0.0596192 0.0597139 
900000: 		0.0627299 0.0627172 0.0629314 0.0620458 0.0619896 
950000: 		0.06628 0.0664141 0.0665515 0.0662986 0.0662841 
1000000: 		0.070627 0.070478 0.0706472 0.0705414 0.0706093 
1050000: 		0.0741026 0.0741521 0.0741691 0.0741658 0.0742479 
1100000: 		0.0781886 0.0781324 0.0782982 0.0781011 0.078144 
1150000: 		0.0815677 0.0814904 0.0814986 0.0815373 0.0814731 
1200000: 		0.0819774 0.0820175 0.0819881 0.0820855 0.0820423 
1250000: 		0.0882443 0.0882155 0.0889542 0.088964 0.0889443 
