5000: 		5.9359e-05 5.974e-05 5.99e-05 5.996e-05 5.9429e-05 
10000: 		0.000116699 0.000118509 0.000120138 0.000118219 0.000119529 
15000: 		0.000180707 0.000178028 0.000178078 0.000177977 0.000179407 
20000: 		0.000239047 0.000238977 0.000234597 0.000237717 0.000237637 
25000: 		0.000300076 0.000292837 0.000295047 0.000294447 0.000296326 
30000: 		0.000356125 0.000415025 0.000351726 0.000360856 0.000360975 
35000: 		0.000413075 0.000417875 0.000417634 0.000417885 0.000416955 
40000: 		0.000479624 0.000477064 0.000479914 0.000483374 0.000477564 
45000: 		0.000543293 0.000544543 0.000622022 0.000537503 0.000542304 
50000: 		0.000593233 0.000597242 0.000590922 0.000597603 0.000598073 
55000: 		0.000645092 0.000659661 0.000690712 0.000650252 0.000656302 
60000: 		0.000746741 0.000722331 0.000724611 0.000716291 0.000721111 
65000: 		0.0007879 0.000814619 0.0007815 0.00078261 0.000814839 
70000: 		0.000829519 0.00083439 0.00081879 0.000861529 0.000833 
75000: 		0.000892858 0.000897258 0.000944498 0.000890179 0.000909688 
80000: 		0.000959348 0.000952728 0.000989057 0.000962908 0.000950498 
85000: 		0.00101243 0.0010325 0.001018 0.00102729 0.00101745 
90000: 		0.00108026 0.00107225 0.00106715 0.00107267 0.00107716 
95000: 		0.00113705 0.001168 0.00114044 0.00118086 0.00113051 
100000: 		0.00119625 0.00118007 0.00120862 0.00120232 0.00119775 
105000: 		0.00125829 0.00125282 0.00125354 0.0012602 0.00233139 
110000: 		0.00264238 0.00262327 0.00260564 0.00260382 0.00260413 
115000: 		0.00271506 0.00273377 0.00270887 0.00273179 0.00271266 
120000: 		0.00285834 0.0027074 0.00269963 0.00265185 0.00269365 
125000: 		0.00275591 0.00275937 0.00277101 0.00275749 0.0027634 
