5000: 		0.018834 0.0338545 0.0344269 0.0341428 0.0342003 
10000: 		0.116009 0.0839572 0.0841097 0.108971 0.0854246 
15000: 		0.209177 0.206343 0.206325 0.229313 0.23244 
20000: 		0.393134 0.393308 0.394529 0.436013 0.414079 
25000: 		0.637972 0.63592 0.674435 0.645539 0.64425 
30000: 		0.963773 0.961037 0.966037 0.965534 0.961743 
35000: 		1.35266 1.35663 1.35558 1.35574 1.35422 
40000: 		1.81561 1.81267 1.81443 1.81591 1.8089 
45000: 		2.33982 2.33679 2.33937 2.34471 2.34218 
50000: 		2.93776 2.93748 2.93931 2.91854 2.88814 
55000: 		3.54715 3.55081 3.54746 3.54791 3.55122 
60000: 		4.27617 4.27678 4.27764 4.26207 4.2775 
65000: 		5.07303 5.18562 5.10704 5.17758 5.09839 
70000: 		6.07288 6.04105 6.05347 5.97363 5.93803 
75000: 		6.869 6.87782 6.87278 6.88299 6.87454 
80000: 		7.87806 7.87712 7.88429 7.87455 7.88433 
85000: 		8.98188 8.98417 8.97249 8.98304 8.98535 
90000: 		10.1225 10.1212 10.1166 10.124 10.1293 
95000: 		11.3465 11.3156 11.3335 11.3482 11.3265 
100000: 		12.6353 12.625 12.6394 12.6309 12.6454 
105000: 		13.9838 13.9975 13.9794 14.1089 14.0571 
110000: 		15.5669 15.4888 15.4898 15.4726 15.4811 
115000: 		16.985 16.9868 17.035 17.2346 17.0781 
120000: 		18.7831 18.7472 18.7637 18.7491 18.7711 
125000: 		20.2836 20.1381 20.1295 20.1162 20.0824 
