5000: 		0.0302554 0.0301876 0.0302441 0.0302145 0.0302513 
10000: 		0.105936 0.0734523 0.0735819 0.0739455 0.074127 
15000: 		0.187537 0.187149 0.187387 0.187333 0.187469 
20000: 		0.364454 0.364609 0.363552 0.363732 0.363989 
25000: 		0.609289 0.608384 0.60814 0.634282 0.605482 
30000: 		0.918837 0.916716 0.915976 0.919456 0.917501 
35000: 		1.29631 1.30245 1.29721 1.29904 1.33183 
40000: 		1.75901 1.76894 1.75771 1.75247 1.75726 
45000: 		2.29327 2.28897 2.29128 2.289 2.29427 
50000: 		2.87797 2.91957 2.89021 2.92011 2.88711 
55000: 		3.56218 3.55472 3.56156 3.55956 3.57358 
60000: 		4.30819 4.31621 4.30877 4.30212 4.298 
65000: 		5.14701 5.17051 5.16421 5.16511 5.16775 
70000: 		6.06447 6.03535 6.03676 6.03786 6.03355 
75000: 		7.00716 6.982 6.97999 7.00716 7.00072 
80000: 		8.04511 8.05542 8.06585 8.02869 8.05439 
85000: 		9.1516 9.17377 9.17862 9.1523 9.17956 
90000: 		10.3613 10.3571 10.3522 10.3457 10.3343 
95000: 		11.596 11.6015 11.5864 11.6296 11.6205 
100000: 		12.9507 12.9827 12.9577 12.9519 12.9949 
105000: 		14.3886 14.3981 14.3773 14.3602 14.3471 
110000: 		15.9005 15.8527 15.875 15.8958 15.9212 
115000: 		17.4266 17.4397 17.4826 17.51 17.4809 
120000: 		19.1468 19.1516 19.1206 19.0968 19.0842 
125000: 		20.8339 20.8316 20.7691 20.7863 20.8334 
