50000: 		0.000672182 0.000667262 0.000665922 0.000657942 0.000674452 
100000: 		0.00147298 0.00146082 0.00145052 0.0014681 0.00145835 
150000: 		0.00254113 0.00250361 0.00249613 0.00249257 0.0024872 
200000: 		0.00332 0.00329182 0.00329235 0.00330148 0.00327914 
250000: 		0.00451307 0.0044781 0.0044663 0.00448909 0.00447509 
300000: 		0.0054277 0.00545494 0.00549879 0.00548832 0.0054728 
350000: 		0.00634644 0.00630539 0.00633998 0.00633241 0.00633155 
400000: 		0.00717396 0.00719266 0.00717564 0.00720457 0.00720448 
450000: 		0.0089318 0.0088616 0.00892929 0.00884234 0.00886254 
500000: 		0.00979886 0.00988775 0.00978751 0.00978867 0.00982764 
550000: 		0.0110687 0.01111 0.01103 0.0110674 0.0110526 
600000: 		0.011999 0.0120371 0.0120572 0.011928 0.0120012 
650000: 		0.0236374 0.01316 0.0130547 0.0130665 0.0130878 
700000: 		0.014002 0.0139755 0.0139551 0.0139414 0.0139496 
750000: 		0.014937 0.0148662 0.0148794 0.0148728 0.0149429 
800000: 		0.0158323 0.0158628 0.0158432 0.0159161 0.0159293 
850000: 		0.0184261 0.0183977 0.0184534 0.0184947 0.0185175 
900000: 		0.0194691 0.0193622 0.0196022 0.0195689 0.0194528 
950000: 		0.0205022 0.0205765 0.0206369 0.020637 0.0205506 
1000000: 		0.0215956 0.0215134 0.0215654 0.021674 0.0215624 
1050000: 		0.0228492 0.0228232 0.022882 0.0228667 0.0228944 
1100000: 		0.0241267 0.024124 0.0242549 0.0242395 0.0242224 
1150000: 		0.0251661 0.0252546 0.0276751 0.0252307 0.025244 
1200000: 		0.0263569 0.025892 0.0262656 0.0256999 0.0264263 
1250000: 		0.0274304 0.0274134 0.0272458 0.0272857 0.0269128 
