5000: 		0.0716247 0.0714234 0.0715869 0.0720298 0.0712531 
10000: 		0.285401 0.285419 0.285455 0.285359 0.285793 
15000: 		0.642795 0.642535 0.642296 0.642081 0.677418 
20000: 		1.15925 1.16014 1.15926 1.16174 1.17183 
25000: 		1.78576 1.78569 1.78519 1.78552 1.7859 
30000: 		2.57164 2.57063 2.57127 2.63421 2.60635 
35000: 		3.53032 3.49972 3.49963 3.50091 3.50163 
40000: 		4.57165 4.57233 4.57174 4.57195 4.57246 
45000: 		5.7872 5.7875 5.88231 5.85437 5.85707 
50000: 		7.22785 7.22754 7.2275 7.22717 7.23009 
55000: 		8.74729 8.74605 8.74606 8.74559 8.74595 
60000: 		10.4057 10.4071 10.4075 10.4082 10.4072 
65000: 		12.2131 12.2132 12.2137 12.2132 12.2007 
70000: 		13.909 13.9394 13.9126 13.9 14.0117 
75000: 		16.0583 16.0577 16.0602 16.0565 16.0556 
80000: 		18.2728 18.2698 18.2656 18.2711 18.273 
85000: 		20.6225 20.6266 20.62 20.6194 20.6223 
90000: 		23.1257 23.1134 23.1208 23.1186 23.1244 
95000: 		25.7516 25.7494 25.7558 25.7438 25.7534 
100000: 		28.5306 28.5219 28.5296 28.541 28.5302 
105000: 		31.4508 31.4467 31.4454 31.4272 31.4189 
110000: 		34.4621 34.4527 34.4684 34.4516 34.4335 
115000: 		37.7227 37.7225 37.7245 37.7288 37.6865 
120000: 		41.0148 41.0734 41.0832 41.0477 41.0545 
125000: 		44.5705 44.5393 44.5534 44.5476 44.5471 
