5000: 		0.00611455 0.00614987 0.00619201 0.0061914 0.00616939 
10000: 		0.0246637 0.0247336 0.0245935 0.0245303 0.0245806 
15000: 		0.0550495 0.0550202 0.0551357 0.0550232 0.0551409 
20000: 		0.0977949 0.0979186 0.0976126 0.0981904 0.0979891 
25000: 		0.152917 0.15265 0.15269 0.15277 0.152725 
30000: 		0.220162 0.219854 0.219806 0.219835 0.220159 
35000: 		0.299322 0.299214 0.29933 0.299583 0.299217 
40000: 		0.420944 0.395328 0.395181 0.395321 0.394897 
45000: 		0.499939 0.500332 0.500183 0.50011 0.500428 
50000: 		0.617976 0.617491 0.617258 0.617203 0.617142 
55000: 		0.746854 0.747362 0.74714 0.747582 0.747507 
60000: 		0.889253 0.888853 0.888661 0.889094 0.889053 
65000: 		1.04334 1.04295 1.04279 1.04306 1.04418 
70000: 		1.20941 1.21044 1.20962 1.20923 1.2103 
75000: 		1.38849 1.38826 1.38855 1.38897 1.38927 
80000: 		1.58001 1.58039 1.57991 1.58027 1.58076 
85000: 		1.78462 1.78433 1.78414 1.78507 1.78462 
90000: 		2.00097 2.00054 2.00174 2.00135 2.00228 
95000: 		2.23027 2.23008 2.23069 2.23085 2.2302 
100000: 		2.47209 2.47283 2.47135 2.47073 2.49472 
105000: 		2.75068 2.72565 2.72543 2.72623 2.73047 
110000: 		2.99086 2.99125 2.99085 2.98784 2.95721 
115000: 		3.29246 3.2695 3.26991 3.26994 3.27026 
120000: 		3.56064 3.56161 3.56107 3.56212 3.56131 
125000: 		3.86404 3.84618 3.8226 3.84029 3.82142 
