5000: 		5.817e-05 5.7809e-05 6.1169e-05 5.89e-05 5.891e-05 
10000: 		0.000116869 0.000115199 0.000116269 0.000115799 0.000116069 
15000: 		0.000175018 0.000174018 0.000172589 0.000173379 0.000174678 
20000: 		0.000236498 0.000228508 0.000233218 0.000236367 0.000234428 
25000: 		0.000297108 0.000289927 0.000296348 0.000295357 0.000298007 
30000: 		0.000349307 0.000349506 0.000344567 0.000347696 0.000351337 
35000: 		0.000410497 0.000412556 0.000414646 0.000413296 0.000410097 
40000: 		0.000528585 0.000477656 0.000472806 0.000472156 0.000468626 
45000: 		0.000533795 0.000532496 0.000534745 0.000527075 0.000520625 
50000: 		0.000589575 0.000584254 0.000586225 0.000585615 0.000597374 
55000: 		0.000645174 0.000640844 0.000645094 0.000696813 0.000643884 
60000: 		0.000703294 0.000772103 0.000697514 0.000711843 0.000710783 
65000: 		0.000768723 0.000763963 0.000762943 0.000766403 0.000761813 
70000: 		0.000852652 0.000815912 0.000820592 0.000864032 0.000827662 
75000: 		0.000884741 0.000872092 0.000890352 0.000870371 0.000884902 
80000: 		0.000962261 0.000944301 0.000932542 0.000942472 0.000954422 
85000: 		0.00099949 0.00102317 0.000985051 0.00100733 0.000990971 
90000: 		0.0010552 0.00110058 0.00106858 0.00105181 0.00106442 
95000: 		0.00112967 0.00110622 0.00112801 0.00112106 0.00114129 
100000: 		0.00119622 0.00118816 0.00116589 0.00116967 0.00118718 
105000: 		0.00121857 0.00124807 0.00123609 0.0012429 0.00123899 
110000: 		0.00130727 0.00130423 0.0013012 0.00128001 0.00132295 
115000: 		0.00133149 0.00135984 0.00135776 0.00135675 0.0013545 
120000: 		0.00141666 0.0014228 0.00143023 0.00140342 0.00142482 
125000: 		0.00151885 0.00149444 0.00149515 0.0015034 0.00147682 
