Points: 

0,29
25,-36
16,48
21,28
14,6
Our Algorithm: 224.751
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
Our Algorithm: 650.311
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
-5,0
12,23
15,30
21,-14
-39,-15
-6,-28
-47,38
-14,-30
0,-36
2,41
Our Algorithm: 1147.15
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
-5,0
12,23
15,30
21,-14
-39,-15
-6,-28
-47,38
-14,-30
0,-36
2,41
3,-50
16,28
20,-15
35,-35
-12,-17
48,-14
-14,-37
11,-49
43,-18
39,-46
Our Algorithm: 1643.05
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
-5,0
12,23
15,30
21,-14
-39,-15
-6,-28
-47,38
-14,-30
0,-36
2,41
3,-50
16,28
20,-15
35,-35
-12,-17
48,-14
-14,-37
11,-49
43,-18
39,-46
-31,35
29,24
23,-35
-4,-27
-20,0
16,33
1,-18
-37,23
-31,49
-10,8
Our Algorithm: 2167.34
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
-5,0
12,23
15,30
21,-14
-39,-15
-6,-28
-47,38
-14,-30
0,-36
2,41
3,-50
16,28
20,-15
35,-35
-12,-17
48,-14
-14,-37
11,-49
43,-18
39,-46
-31,35
29,24
23,-35
-4,-27
-20,0
16,33
1,-18
-37,23
-31,49
-10,8
34,-11
-4,-30
2,-43
23,47
41,-36
4,12
-50,-17
-14,-25
-2,-15
-1,-20
Our Algorithm: 2621.16
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
-5,0
12,23
15,30
21,-14
-39,-15
-6,-28
-47,38
-14,-30
0,-36
2,41
3,-50
16,28
20,-15
35,-35
-12,-17
48,-14
-14,-37
11,-49
43,-18
39,-46
-31,35
29,24
23,-35
-4,-27
-20,0
16,33
1,-18
-37,23
-31,49
-10,8
34,-11
-4,-30
2,-43
23,47
41,-36
4,12
-50,-17
-14,-25
-2,-15
-1,-20
35,17
16,38
-50,29
11,-31
-20,4
-21,-35
43,-23
37,47
-16,11
44,27
Our Algorithm: 3098.27
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
-5,0
12,23
15,30
21,-14
-39,-15
-6,-28
-47,38
-14,-30
0,-36
2,41
3,-50
16,28
20,-15
35,-35
-12,-17
48,-14
-14,-37
11,-49
43,-18
39,-46
-31,35
29,24
23,-35
-4,-27
-20,0
16,33
1,-18
-37,23
-31,49
-10,8
34,-11
-4,-30
2,-43
23,47
41,-36
4,12
-50,-17
-14,-25
-2,-15
-1,-20
35,17
16,38
-50,29
11,-31
-20,4
-21,-35
43,-23
37,47
-16,11
44,27
-23,-50
-11,-23
-17,-22
3,-16
13,4
14,-2
-29,-20
-13,-29
-40,0
43,42
Our Algorithm: 3464.71
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
-5,0
12,23
15,30
21,-14
-39,-15
-6,-28
-47,38
-14,-30
0,-36
2,41
3,-50
16,28
20,-15
35,-35
-12,-17
48,-14
-14,-37
11,-49
43,-18
39,-46
-31,35
29,24
23,-35
-4,-27
-20,0
16,33
1,-18
-37,23
-31,49
-10,8
34,-11
-4,-30
2,-43
23,47
41,-36
4,12
-50,-17
-14,-25
-2,-15
-1,-20
35,17
16,38
-50,29
11,-31
-20,4
-21,-35
43,-23
37,47
-16,11
44,27
-23,-50
-11,-23
-17,-22
3,-16
13,4
14,-2
-29,-20
-13,-29
-40,0
43,42
-46,-28
-43,-1
0,45
48,-14
-42,-5
-36,-15
-5,-45
-35,-19
-17,18
15,46
Our Algorithm: 4139.38
Points: 

0,29
25,-36
16,48
21,28
14,6
9,-34
-7,-36
-34,-40
-24,30
-9,37
-2,-27
-26,-33
19,5
-5,-47
-2,-19
-5,0
12,23
15,30
21,-14
-39,-15
-6,-28
-47,38
-14,-30
0,-36
2,41
3,-50
16,28
20,-15
35,-35
-12,-17
48,-14
-14,-37
11,-49
43,-18
39,-46
-31,35
29,24
23,-35
-4,-27
-20,0
16,33
1,-18
-37,23
-31,49
-10,8
34,-11
-4,-30
2,-43
23,47
41,-36
4,12
-50,-17
-14,-25
-2,-15
-1,-20
35,17
16,38
-50,29
11,-31
-20,4
-21,-35
43,-23
37,47
-16,11
