 0.000	15.000	14.000	 7.071	25.495	25.554	25.710	34.482	24.042	20.809	11.180	
15.000	 0.000	27.514	11.180	19.105	39.825	34.525	48.600	26.476	 8.000	 7.071	
14.000	27.514	 0.000	21.024	39.319	22.023	32.016	30.150	35.355	31.064	21.471	
 7.071	11.180	21.024	 0.000	18.439	29.000	24.021	37.643	18.868	18.682	11.180	
25.495	19.105	39.319	18.439	 0.000	41.629	27.586	48.877	14.422	25.554	25.000	
25.554	39.825	22.023	29.000	41.629	 0.000	19.235	 8.944	30.414	46.325	36.715	
25.710	34.525	32.016	24.021	27.586	19.235	 0.000	23.537	13.601	42.426	35.014	
34.482	48.600	30.150	37.643	48.877	 8.944	23.537	 0.000	36.401	55.227	45.651	
24.042	26.476	35.355	18.868	14.422	30.414	13.601	36.401	 0.000	34.366	29.547	
20.809	 8.000	31.064	18.682	25.554	46.325	42.426	55.227	34.366	 0.000	 9.899	
11.180	 7.071	21.471	11.180	25.000	36.715	35.014	45.651	29.547	 9.899	 0.000	
