 0.000	 9.849	27.313	27.459	33.541	15.000	37.643	41.976	44.553	38.897	
 9.849	 0.000	34.713	23.345	29.155	 7.211	29.155	41.146	40.050	33.136	
27.313	34.713	 0.000	34.000	38.013	41.485	52.202	34.000	45.967	45.222	
27.459	23.345	34.000	 0.000	 6.083	28.792	19.105	19.799	17.117	12.207	
33.541	29.155	38.013	 6.083	 0.000	34.205	18.439	17.000	11.045	 7.211	
15.000	 7.211	41.485	28.792	34.205	 0.000	30.364	47.508	44.721	37.121	
37.643	29.155	52.202	19.105	18.439	30.364	 0.000	35.114	22.672	14.422	
41.976	41.146	34.000	19.799	17.000	47.508	35.114	 0.000	16.279	21.378	
44.553	40.050	45.967	17.117	11.045	44.721	22.672	16.279	 0.000	 8.602	
38.897	33.136	45.222	12.207	 7.211	37.121	14.422	21.378	 8.602	 0.000	
