 0.000	28.302	25.318	38.949	30.414	 8.602	34.928	23.195	34.886	 8.062	 1.414	
28.302	 0.000	19.026	12.083	24.207	26.249	37.216	18.028	17.889	29.732	29.682	
25.318	19.026	 0.000	30.265	39.446	18.028	50.329	 2.236	36.139	21.213	26.173	
38.949	12.083	30.265	 0.000	24.331	38.013	37.855	29.614	13.928	41.400	40.361	
30.414	24.207	39.446	24.331	 0.000	35.057	13.601	37.590	11.045	37.014	31.575	
 8.602	26.249	18.028	38.013	35.057	 0.000	41.785	16.125	37.108	 3.606	 8.944	
34.928	37.216	50.329	37.855	13.601	41.785	 0.000	48.270	24.187	42.720	35.693	
23.195	18.028	 2.236	29.614	37.590	16.125	48.270	 0.000	34.713	19.416	24.083	
34.886	17.889	36.139	13.928	11.045	37.108	24.187	34.713	 0.000	39.850	36.235	
 8.062	29.732	21.213	41.400	37.014	 3.606	42.720	19.416	39.850	 0.000	 7.810	
 1.414	29.682	26.173	40.361	31.575	 8.944	35.693	24.083	36.235	 7.810	 0.000	
