 0.000	21.024	38.013	29.206	35.228	23.195	26.833	27.659	46.325	30.083	17.464	25.495	
21.024	 0.000	53.600	19.105	39.812	30.000	41.400	46.098	47.074	30.676	 6.403	40.000	
38.013	53.600	 0.000	46.840	26.306	26.249	12.207	13.038	35.847	33.136	47.434	13.601	
29.206	19.105	46.840	 0.000	25.495	20.616	35.511	44.000	29.547	15.620	15.232	34.366	
35.228	39.812	26.306	25.495	 0.000	12.042	19.416	30.232	12.207	 9.899	33.615	19.209	
23.195	30.000	26.249	20.616	12.042	 0.000	15.033	24.515	23.409	 9.434	23.601	14.000	
26.833	41.400	12.207	35.511	19.416	15.033	 0.000	10.817	31.145	23.345	35.228	 1.414	
27.659	46.098	13.038	44.000	30.232	24.515	10.817	 0.000	41.869	33.526	40.497	11.180	
46.325	47.074	35.847	29.547	12.207	23.409	31.145	41.869	 0.000	17.000	41.437	31.113	
30.083	30.676	33.136	15.620	 9.899	 9.434	23.345	33.526	17.000	 0.000	24.739	22.561	
17.464	 6.403	47.434	15.232	33.615	23.601	35.228	40.497	41.437	24.739	 0.000	33.838	
25.495	40.000	13.601	34.366	19.209	14.000	 1.414	11.180	31.113	22.561	33.838	 0.000	
