 0.000	13.454	20.396	29.000	 5.385	10.050	26.306	21.954	22.204	25.495	
13.454	 0.000	16.401	42.450	16.553	21.541	22.023	35.000	13.416	16.763	
20.396	16.401	 0.000	44.011	25.710	30.414	38.419	34.438	 7.280	32.650	
29.000	42.450	44.011	 0.000	27.203	23.707	49.041	10.050	48.765	51.971	
 5.385	16.553	25.710	27.203	 0.000	 5.099	24.021	21.840	27.019	25.080	
10.050	21.541	30.414	23.707	 5.099	 0.000	25.710	20.025	32.062	28.302	
26.306	22.023	38.419	49.041	24.021	25.710	 0.000	45.541	34.713	 9.055	
21.954	35.000	34.438	10.050	21.840	20.025	45.541	 0.000	39.661	46.819	
22.204	13.416	 7.280	48.765	27.019	32.062	34.713	39.661	 0.000	27.803	
25.495	16.763	32.650	51.971	25.080	28.302	 9.055	46.819	27.803	 0.000	
