 0.000	39.812	19.647	27.459	38.639	40.719	 9.220	44.944	20.518	32.894	47.434	 8.485	32.558	
39.812	 0.000	45.354	47.927	43.863	36.401	45.011	41.049	25.962	 8.544	44.102	33.061	23.345	
19.647	45.354	 0.000	 8.000	22.472	28.425	12.042	31.145	19.416	36.878	32.802	17.029	27.459	
27.459	47.927	 8.000	 0.000	16.279	24.166	20.025	25.807	22.472	39.395	26.907	23.707	27.166	
38.639	43.863	22.472	16.279	 0.000	10.050	33.615	 9.849	24.042	36.125	10.630	32.016	20.518	
40.719	36.401	28.425	24.166	10.050	 0.000	37.802	 5.099	22.204	29.530	 8.246	32.894	13.928	
 9.220	45.011	12.042	20.025	33.615	37.802	 0.000	41.340	21.541	37.216	43.417	12.042	32.757	
44.944	41.049	31.145	25.807	 9.849	 5.099	41.340	 0.000	27.074	34.438	 3.162	37.363	18.974	
20.518	25.962	19.416	22.472	24.042	22.204	21.541	27.074	 0.000	17.464	30.017	12.042	12.042	
32.894	 8.544	36.878	39.395	36.125	29.530	37.216	34.438	17.464	 0.000	37.577	25.495	15.811	
47.434	44.102	32.802	26.907	10.630	 8.246	43.417	 3.162	30.017	37.577	 0.000	40.025	22.136	
 8.485	33.061	17.029	23.707	32.016	32.894	12.042	37.363	12.042	25.495	40.025	 0.000	24.083	
32.558	23.345	27.459	27.166	20.518	13.928	32.757	18.974	12.042	15.811	22.136	24.083	 0.000	
