 0.000	22.472	 1.000	44.944	39.825	24.413	46.325	37.216	38.949	47.011	28.160	26.019	56.727	
22.472	 0.000	21.954	23.345	17.464	 9.434	27.659	20.000	22.000	29.275	17.493	14.765	35.847	
 1.000	21.954	 0.000	44.598	39.357	23.601	45.486	36.359	38.079	46.141	28.284	26.077	55.973	
44.944	23.345	44.598	 0.000	 7.616	28.284	28.601	28.018	29.206	31.401	23.601	23.345	27.459	
39.825	17.464	39.357	 7.616	 0.000	21.024	22.361	20.616	21.932	25.060	23.087	21.932	24.083	
24.413	 9.434	23.601	28.284	21.024	 0.000	21.954	13.000	14.866	22.847	26.926	24.187	32.527	
46.325	27.659	45.486	28.601	22.361	21.954	 0.000	 9.220	 7.810	 2.828	42.107	40.012	12.649	
37.216	20.000	36.359	28.018	20.616	13.000	 9.220	 0.000	 2.000	 9.849	36.139	33.734	21.095	
38.949	22.000	38.079	29.206	21.932	14.866	 7.810	 2.000	 0.000	 8.062	38.079	35.693	20.125	
47.011	29.275	46.141	31.401	25.060	22.847	 2.828	 9.849	 8.062	 0.000	44.283	42.107	14.142	
28.160	17.493	28.284	23.601	23.087	26.926	42.107	36.139	38.079	44.283	 0.000	 2.828	46.872	
26.019	14.765	26.077	23.345	21.932	24.187	40.012	33.734	35.693	42.107	 2.828	 0.000	45.354	
56.727	35.847	55.973	27.459	24.083	32.527	12.649	21.095	20.125	14.142	46.872	45.354	 0.000	
