 0.000	15.000	24.759	22.023	30.887	23.022	32.016	21.932	 8.485	22.825	
15.000	 0.000	30.364	 8.246	39.459	34.540	43.012	36.715	 6.708	11.045	
24.759	30.364	 0.000	31.016	10.440	44.011	17.205	27.166	25.942	28.071	
22.023	 8.246	31.016	 0.000	41.049	42.720	45.891	42.802	13.601	 4.243	
30.887	39.459	10.440	41.049	 0.000	46.043	 8.062	25.000	34.205	38.328	
23.022	34.540	44.011	42.720	46.043	 0.000	43.139	23.601	29.833	44.643	
32.016	43.012	17.205	45.891	 8.062	43.139	 0.000	20.248	37.054	43.681	
21.932	36.715	27.166	42.802	25.000	23.601	20.248	 0.000	30.017	42.450	
 8.485	 6.708	25.942	13.601	34.205	29.833	37.054	30.017	 0.000	14.866	
22.825	11.045	28.071	 4.243	38.328	44.643	43.681	42.450	14.866	 0.000	
