 0.000	37.108	32.985	31.064	38.897	 7.071	38.897	41.037	 5.000	37.443	31.953	32.249	
37.108	 0.000	 4.123	52.498	36.878	30.083	 3.162	39.812	35.468	30.414	 6.325	 6.403	
32.985	 4.123	 0.000	49.204	35.228	25.962	 6.403	38.210	31.385	29.017	 3.606	 4.000	
31.064	52.498	49.204	 0.000	26.306	32.388	55.444	26.019	27.019	30.676	50.478	46.098	
38.897	36.878	35.228	26.306	 0.000	35.000	40.025	 3.000	33.971	 6.708	38.053	31.257	
 7.071	30.083	25.962	32.388	35.000	 0.000	31.953	37.443	 6.403	32.558	25.080	25.179	
38.897	 3.162	 6.403	55.444	40.025	31.953	 0.000	42.953	37.577	33.541	 7.071	 9.434	
41.037	39.812	38.210	26.019	 3.000	37.443	42.953	 0.000	36.069	 9.487	41.049	34.234	
 5.000	35.468	31.385	27.019	33.971	 6.403	37.577	36.069	 0.000	32.757	30.887	30.083	
37.443	30.414	29.017	30.676	 6.708	32.558	33.541	 9.487	32.757	 0.000	32.016	25.020	
31.953	 6.325	 3.606	50.478	38.053	25.080	 7.071	41.049	30.887	32.016	 0.000	 7.280	
32.249	 6.403	 4.000	46.098	31.257	25.179	 9.434	34.234	30.083	25.020	 7.280	 0.000	
