 0.000	47.202	47.424	23.770	14.422	17.464	21.024	43.600	28.443	13.928	20.025	49.930	
47.202	 0.000	 9.434	32.388	34.000	38.275	33.615	 3.606	43.000	36.249	39.812	 4.123	
47.424	 9.434	 0.000	37.121	35.903	35.384	30.414	10.000	48.662	38.639	44.000	 7.071	
23.770	32.388	37.121	 0.000	11.180	29.155	28.302	29.155	12.083	10.050	 7.616	36.222	
14.422	34.000	35.903	11.180	 0.000	18.358	18.385	30.414	20.616	 3.162	12.042	37.162	
17.464	38.275	35.384	29.155	18.358	 0.000	 5.000	34.986	38.833	20.809	30.000	39.825	
21.024	33.615	30.414	28.302	18.385	 5.000	 0.000	30.414	38.949	21.260	30.414	35.000	
43.600	 3.606	10.000	29.155	30.414	34.986	30.414	 0.000	40.050	32.696	36.497	 7.071	
28.443	43.000	48.662	12.083	20.616	38.833	38.949	40.050	 0.000	18.028	 8.944	47.011	
13.928	36.249	38.639	10.050	 3.162	20.809	21.260	32.696	18.028	 0.000	 9.220	39.560	
20.025	39.812	44.000	 7.616	12.042	30.000	30.414	36.497	 8.944	 9.220	 0.000	43.566	
49.930	 4.123	 7.071	36.222	37.162	39.825	35.000	 7.071	47.011	39.560	43.566	 0.000	
