 0.000	 9.220	42.942	40.608	20.248	22.204	41.000	29.682	14.142	14.036	48.166	24.515	
 9.220	 0.000	40.460	35.468	25.000	28.284	33.136	28.425	16.279	21.541	47.802	20.248	
42.942	40.460	 0.000	13.153	31.016	35.057	29.069	13.601	29.732	39.459	12.166	20.518	
40.608	35.468	13.153	 0.000	35.114	39.925	16.000	17.493	30.150	41.593	25.318	16.125	
20.248	25.000	31.016	35.114	 0.000	 5.000	43.278	18.248	 9.487	 9.434	31.780	22.023	
22.204	28.284	35.057	39.925	 5.000	 0.000	48.270	22.804	13.892	 8.944	34.482	27.019	
41.000	33.136	29.069	16.000	43.278	48.270	 0.000	29.155	35.511	47.011	41.195	21.260	
29.682	28.425	13.601	17.493	18.248	22.804	29.155	 0.000	16.155	26.077	19.416	11.045	
14.142	16.279	29.732	30.150	 9.487	13.892	35.511	16.155	 0.000	11.705	34.059	14.866	
14.036	21.541	39.459	41.593	 9.434	 8.944	47.011	26.077	11.705	 0.000	41.146	26.571	
48.166	47.802	12.166	25.318	31.780	34.482	41.195	19.416	34.059	41.146	 0.000	29.547	
24.515	20.248	20.518	16.125	22.023	27.019	21.260	11.045	14.866	26.571	29.547	 0.000	
