 0.000	32.558	33.136	14.318	40.608	13.000	33.242	 7.071	12.728	 2.828	38.013	
32.558	 0.000	44.204	35.903	15.264	32.757	38.897	39.319	43.658	31.048	11.180	
33.136	44.204	 0.000	19.000	58.728	20.224	 7.000	32.249	42.426	35.355	40.311	
14.318	35.903	19.000	 0.000	47.854	 3.162	20.248	13.601	23.770	16.763	37.121	
40.608	15.264	58.728	47.854	 0.000	44.721	53.814	47.676	49.041	38.328	24.739	
13.000	32.757	20.224	 3.162	44.721	 0.000	20.396	13.892	23.770	15.133	34.234	
33.242	38.897	 7.000	20.248	53.814	20.396	 0.000	33.838	43.966	35.057	34.000	
 7.071	39.319	32.249	13.601	47.676	13.892	33.838	 0.000	10.198	 9.487	44.011	
12.728	43.658	42.426	23.770	49.041	23.770	43.966	10.198	 0.000	13.038	50.249	
 2.828	31.048	35.355	16.763	38.328	15.133	35.057	 9.487	13.038	 0.000	37.216	
38.013	11.180	40.311	37.121	24.739	34.234	34.000	44.011	50.249	37.216	 0.000	
