 0.000	28.018	42.048	20.616	 9.434	 1.000	16.125	16.125	25.456	43.463	
28.018	 0.000	37.162	21.213	36.878	27.459	15.652	33.541	 5.385	37.121	
42.048	37.162	 0.000	22.204	44.147	42.485	29.732	30.265	41.183	 2.236	
20.616	21.213	22.204	 0.000	25.179	20.881	 8.062	15.000	23.087	23.324	
 9.434	36.878	44.147	25.179	 0.000	10.296	23.259	14.318	34.713	45.891	
 1.000	27.459	42.485	20.881	10.296	 0.000	16.031	17.000	24.759	43.863	
16.125	15.652	29.732	 8.062	23.259	16.031	 0.000	17.889	16.125	30.610	
16.125	33.541	30.265	15.000	14.318	17.000	17.889	 0.000	33.526	32.140	
25.456	 5.385	41.183	23.087	34.713	24.759	16.125	33.526	 0.000	41.340	
43.463	37.121	 2.236	23.324	45.891	43.863	30.610	32.140	41.340	 0.000	
